2322.37,163.902,192,0
2321.4,154.381,169,0
62.9007,155.824,170,0
71.9808,177.498,196,0
75.7239,161.501,174,0
71.8662,138.111,157,0
96.2522,171.316,196,0
81.2885,147.477,167,0
2324.59,122.365,147,0
2328.03,174.961,194,0
2319.55,123.995,148,0
2325.72,166.568,189,0
2330.68,153.767,176,0
2327.93,150.051,177,0
68.2611,124.866,128,0
89.7844,179.332,189,0
83.6657,179.251,188,0
69.1699,118.286,126,0
106.004,178.68,204,0
62.431,118.975,124,0
2055.12,93.4063,110,0
2328.56,199.49,215,0
1987.54,91.2933,110,0
2327.28,185.315,207,0
2330.75,154.56,182,0
2329.52,147.181,170,0
85.2657,140.148,153,0
96.7482,177.863,194,0
84.9856,169.869,179,0
79.716,134.008,158,0
112.556,176.968,203,0
89.2716,140.458,156,0
2324.56,113.905,136,0
2328.11,187.376,205,0
2310.14,113.433,136,0
2327.11,176.203,203,0
2323.08,162.965,191,0
2318.95,152.947,186,0
62.8596,154.456,169,0
71.5218,176.676,194,0
73.1134,160.195,173,0
68.7217,131.468,149,0
94.3223,170.095,187,0
81.6771,146.577,166,0
2325.91,124.107,149,0
2328.35,174.582,194,0
2318.72,125.054,150,0
2325.6,165.53,192,0
2332.61,152.046,180,0
2326.71,144.099,176,0
81.3912,136.564,147,0
93.7809,175.339,191,0
82.4765,166.704,176,0
70.9162,123.082,138,0
109.828,174.454,201,0
87.8407,138.332,153,0
2326.39,116.02,137,0
2329.5,185.844,206,0
2311.86,114.522,137,0
2327.98,173.727,196,0
2321.52,161.206,186,0
2325.41,161.618,181,0
68.4685,160.732,178,0
74.4863,177.501,196,0
73.6868,168.722,185,0
71.3048,152.132,171,0
90.0896,163.796,180,0
75.8752,141.433,161,0
2319.17,134.426,158,0
2329.19,175.18,195,0
2315.39,124.345,143,0
2327.16,164.594,193,0
2321.59,150.749,182,0
2322.99,176.117,199,0
88.5213,158.103,174,0
93.6984,180.486,197,0
104.904,158.521,171,0
79.5521,130.744,146,0
122.059,181.996,198,0
112.761,166.479,187,0
2318.72,120.283,136,0
2326.59,188.171,209,0
2322.78,143.534,165,0
2330.27,187.495,207,0
2317.38,126.53,154,0
2327.79,152.36,175,0
63.1449,117.309,133,0
87.0865,173.336,181,0
89.0646,156.874,165,0
43.3599,93.676,101,0
107.593,181.099,207,0
98.9948,145.583,161,0
1945.46,87.3012,98,0
2324.56,202.664,218,0
2318.6,121.888,148,0
2326.33,198.438,220,0
2319.4,148.366,179,0
2321.06,173.504,196,0
84.6069,155.558,172,0
92.3011,177.944,194,0
101.077,155.949,168,0
76.8648,128.14,143,0
120.852,179.502,195,0
109.193,164.026,184,0
2320.67,117.685,133,0
2323.09,185.649,207,0
2319.66,141.182,163,0
2333.32,185.061,205,0
2317.12,125.717,148,0
2327.53,151.337,174,0
62.1338,115.818,132,0
