141,226.979,132,214.17,138,220.529,146,233.147,184,245.98,1
135,216.485,128,205.281,137,214.293,143,223.319,174,241.316,1
152,237.769,145,227.029,150,231.083,158,243.665,186,251.068,1
245,254.419,224,252.505,217,253.619,248,254.555,0,255,1
60,108.708,60,107.909,66,116.487,65,115.111,152,202.228,1
155,240.904,148,230.323,153,234.952,161,247.076,187,251.681,1
168,251.621,163,245.289,169,247.831,173,251.93,204,253.598,1
162,250.355,155,240.369,160,244.337,165,251.612,201,252.53,1
129,207.425,123,196.873,133,208.605,137,215.309,172,237.406,1
249,254.59,227,253.504,225,254.348,253,254.989,0,255,1
132,216.085,130,209.298,136,215.55,138,221.445,169,238.476,1
109,180.272,106,173.771,111,180.124,114,185.733,139,206.875,1
248,254.668,222,253.173,217,253.984,250,254.862,0,255,1
144,205.044,133,193.501,139,200.456,150,210.116,203,233.568,1
142,223.959,130,209.772,138,217.185,146,229.501,180,245.692,1
83,138.904,82,138.163,86,145.017,85,140.877,148,187.158,1
236,254.399,207,249.118,211,250.396,238,254.441,0,255,1
141,222.729,134,209.753,142,218.977,147,227.534,180,243.702,1
113,188.997,106,177.664,113,185.985,119,194.83,176,221.69,1
141,224.321,135,214.207,143,221.625,148,230.166,181,245.134,1
100,167.751,94,156.322,101,166.74,104,173.789,133,193.633,1
252,254.965,233,254.663,220,254.569,253,254.997,0,255,1
163,214.22,140,197.717,149,206.731,171,221.473,223,242.698,1
253,254.991,229,254.384,218,254.286,253,254.991,0,255,1
253,254.993,232,254.675,213,254.289,253,254.999,0,255,1
101,170.866,94,158.573,101,167.471,107,176.639,140,199.45,1
79,137.93,76,132.532,82,139.91,84,142.534,140,194.53,1
97,163.956,91,152.839,98,162.669,102,168.911,127,189.137,1
94,159.736,88,149.031,94,157.47,99,164.628,123,185.252,1
141,222.542,133,210.212,140,217.878,148,229.5,181,243.831,1
138,219.35,129,205.419,136,213.556,145,226.289,179,241.441,1
119,183.543,111,170.27,116,179.532,124,188.301,169,214.008,1
139,212.247,129,200.576,140,212.763,149,221.968,185,239.374,1
111,182.437,105,170.934,111,179.039,115,187.345,141,206.867,1
155,238.473,150,228.085,154,233.566,160,242.488,189,251.038,1
253,254.994,238,254.146,238,254.819,0,255,0,255,1
150,233.287,145,223.389,150,229.932,155,237.312,185,249.569,1
70,122.437,70,125.025,77,133.853,76,130.472,148,195.07,1
141,208.426,126,194.724,135,204.959,148,214.625,206,238.914,1
145,206.134,132,190.919,138,199.686,150,209.692,202,232.521,1
139,209.87,128,195.972,138,206.504,147,216.775,175,234.664,1
141,203.052,129,188.408,136,196.998,146,206.706,203,232.07,1
135,206.073,129,196.368,138,205.287,143,212.485,173,234.8,1
112,184.857,106,173.998,113,181.958,116,188.87,146,211.36,1
100,168.929,95,158.509,102,167.587,105,174.016,131,194.596,1
96,162.418,90,151.656,97,160.864,100,166.841,125,187.884,1
248,254.513,227,253.256,220,254.262,251,254.76,0,255,1
90,154.642,85,145.984,89,151.357,94,160.053,119,183.01,1
94,166.045,92,164.513,98,171.376,99,169.612,154,212.216,1
247,254.496,227,253.197,220,254.242,250,254.667,0,255,1
140,223.634,136,214.36,141,219.903,147,229.863,178,244.328,1
248,254.568,225,253.081,214,253.842,250,254.769,0,255,1
113,188.862,105,176.04,113,185.565,119,194.549,181,222.47,1
97,163.097,92,153.679,97,160.661,102,168.137,128,190.797,1
168,252.283,162,245.699,166,247.604,173,252.617,205,253.203,1
99,167.801,92,156.141,99,164.96,105,173.762,137,196.755,1
126,180.248,111,164.152,118,173.67,132,186.681,183,213.548,1
172,252.517,165,246.042,170,248.544,176,252.689,208,253.608,1
131,210.875,123,197.294,132,207.615,138,217.644,171,235.893,1
74,129.874,71,125.525,77,132.75,79,135.519,140,189.63,1
132,215.544,124,203.783,131,211.364,138,220.748,179,238.137,1
99,167.872,93,157.098,99,165.319,104,173.469,137,196.69,1
159,243.499,151,232.215,159,240.24,165,248.754,198,252.291,1
100,168.262,93,156.473,100,165.468,105,174.134,136,196.897,1
156,240.548,149,229.001,156,236.612,162,245.531,190,251.591,1
100,168.934,94,158.051,101,167.703,105,174.555,131,194.829,1
101,169.612,94,158.191,100,166.27,105,174.553,137,196.932,1
149,233.794,142,221.461,150,229.807,155,238.232,186,249.207,1
251,254.857,232,254.369,215,254.355,253,254.991,0,255,1
137,219.66,130,207.065,138,216.366,144,225.4,175,241.18,1
74,128.301,71,126.379,80,135.987,82,137.571,157,206.049,1
159,247.081,150,235.512,158,242.752,164,249.844,197,251.897,1
116,190.513,110,179.027,117,187.914,121,194.775,151,215.877,1
153,237.575,144,225.289,154,234.397,161,244.293,191,251.125,1
136,216.692,129,203.706,136,212.722,143,222.91,174,239.429,1
253,254.998,236,254.726,215,254.535,0,255,0,255,1
97,163.85,91,153.298,98,162.972,102,168.9,127,189.69,1
100,168.911,93,156.949,100,166.141,105,174.415,136,197.145,1
117,191.632,114,185.278,119,191.225,122,196.532,148,217.812,1
91,153.995,83,141.804,89,150.405,95,160.414,121,184.127,1
109,180.343,106,173.647,111,179.917,114,185.537,139,206.486,1
76,133.843,74,133.405,79,140.987,82,141.22,143,190.648,1
72,130.512,71,129.807,77,137.558,77,134.488,137,187.461,1
135,217.39,133,210.149,138,215.898,142,223.222,172,240.886,1
90,153.578,82,141.854,89,150.773,94,160.088,122,184.57,1
241,254.178,217,251.871,215,252.747,244,254.469,0,255,1
89,152.083,82,140.962,89,150.617,93,159.053,121,184.201,1
248,254.473,227,253.823,220,254.159,250,254.722,0,255,1
132,208.134,122,192.946,131,202.845,137,214.824,170,236.01,1
94,154.601,86,141.881,92,150.706,98,160.811,124,185.35,1
149,228.441,139,215.067,147,222.321,154,234.266,184,247.85,1
146,228.397,142,220.463,148,226.894,152,234.012,180,247.456,1
127,180.278,111,163.222,120,172.312,133,187.36,187,216.954,1
73,131.837,72,130.658,79,139.548,79,136.664,137,188.803,1
247,254.499,228,253.535,224,253.912,249,254.59,0,255,1
174,251.951,167,244.412,172,246.707,177,252.384,208,253.562,1
151,235.06,149,228.27,154,233.778,159,241.656,184,250.286,1
131,210.876,127,202.56,134,209.852,138,217.675,169,237.061,1
93,158.31,87,148.466,91,153.662,96,162.84,121,185.724,1
119,194.832,113,183.667,123,194.963,127,202.819,160,225.409,1
150,236.516,144,226.292,149,230.909,155,241.635,185,250.761,1
109,181.148,103,170.304,111,180.973,115,186.807,142,208.605,1
93,158.555,87,148.269,91,153.471,96,163.059,121,185.533,1
140,223.482,134,212.984,143,221.437,148,229.613,180,245.244,1
77,138.684,76,137.056,81,143.628,81,142.114,141,192.477,1
123,181.481,110,167.456,115,173.342,126,186.837,186,218.641,1
248,254.541,228,253.488,220,254.352,251,254.8,0,255,1
138,220.749,131,208.713,136,214.069,143,227.023,177,243.835,1
249,254.57,230,253.749,221,254.456,252,254.912,0,255,1
225,254.402,204,250.972,211,251.676,228,254.681,0,255,1
78,135.565,75,132.795,80,138.123,81,138.625,158,208.323,1
70,122.708,77,134.973,81,139.603,74,128.179,150,199.179,1
77,139.131,76,137.224,81,144.212,81,142.694,141,192.598,1
73,128.541,70,123.562,75,130.098,77,132.523,136,188.05,1
55,102.702,53,99.4897,57,105.603,61,111.803,135,182.867,1
79,140.072,78,138.31,83,145.588,83,143.854,142,193.903,1
81,140.59,78,135.186,83,141.884,86,144.737,139,195.754,1
53,98.8718,53,96.3249,58,104.824,60,109.641,135,185.324,1
69,126.175,72,130.987,76,138.659,73,130.836,149,195.201,1
72,130.679,75,135.117,79,142.963,76,135.528,151,197.7,1
76,137.067,75,133.707,80,141.476,83,146.703,135,189.505,1
68,120.676,70,123.287,78,134.33,72,123.949,156,203.617,1
53,97.5907,52,96.64,58,106.954,58,107.197,104,149.884,1
75,130.586,77,134.545,86,144.468,81,136.037,142,190.777,1
72,125.697,71,125.378,78,133.03,77,131.506,157,205.959,1
69,120.157,66,116.99,72,125.615,75,126.869,149,198.273,1
75,131.392,71,126.795,74,130.041,77,131.459,156,202.89,1
76,131.372,74,129.69,82,139.03,83,138.977,159,206.653,1
59,109.354,58,106.165,64,115.144,66,120.077,139,188.237,1
57,101.968,54,98.3756,62,107.503,63,109.738,145,198.064,1
63,113.369,68,119.919,72,124.129,68,115.232,151,197.361,1
63,114.337,64,117.542,67,123.378,68,122.388,151,201.043,1
57,104.992,55,101.565,59,108.162,59,109.712,135,185.077,1
67,118.665,65,114.354,69,118.92,70,119.549,154,201.028,1
63,110.987,63,114.61,69,121.399,67,115.403,149,198.868,1
61,108.991,64,113.358,70,121.507,69,118.812,154,202.581,1
74,128.904,75,133.806,82,141.5,80,133.38,153,201.344,1
66,118.507,66,117.635,72,128.243,73,128.862,152,201.946,1
51,93.2551,50,92.7575,55,102.117,57,103.715,131,181.174,1
68,122.177,66,121.253,71,128.432,73,129.108,143,189.47,1
76,136.032,72,130.882,75,134.831,78,137.574,150,198.898,1
68,122.424,65,118.905,68,124.545,71,126.371,156,207.359,1
60,107.32,61,109.337,67,117.455,66,116.114,150,198.793,1
67,119.855,65,117.772,73,127.962,72,124.31,146,193.961,1
79,137.615,74,130.418,79,136.71,84,144.395,146,199.694,1
69,121.535,65,117.125,71,125.451,74,129.217,157,206.496,1
66,117.459,67,118.673,72,123.638,69,117.196,152,198.41,1
60,107.421,58,103.394,65,114.343,67,117.463,148,198.396,1
72,126.021,71,127.004,79,135.876,80,135.121,149,196.863,1
68,120.637,66,116.934,68,120.007,69,120.018,150,196.503,1
69,125.687,69,124.219,73,129.965,74,133.619,142,191.914,1
81,138.955,78,135.587,83,141.557,85,142.805,144,198.243,1
76,135.775,71,129.431,78,137.407,80,140.413,140,195.013,1
62,112.539,62,113.198,65,119.068,64,116.183,144,192.071,1
81,145.047,83,145.219,90,155.371,88,155.442,137,193.867,1
64,113.416,58,104.333,61,108.151,68,117.063,152,202.344,1
65,113.948,64,113.059,72,122.692,69,117.645,152,198.102,1
70,122.689,70,121.678,76,129.167,76,129.357,156,204.174,1
66,117.428,61,109.935,65,114.112,68,118.072,152,198.724,1
60,110.024,60,110.89,66,119.174,66,118.402,142,191.048,1
66,117.914,67,117.647,76,128.802,72,123.483,152,196.987,1
79,139.911,80,139.542,87,147.848,86,146.29,156,202.244,1
61,109.775,62,110.143,67,117.425,68,119.04,153,202.013,1
71,124.12,64,114.269,68,119.521,75,129.227,153,201.454,1
62,110.826,61,110.548,65,114.489,63,109.512,147,195.169,1
80,140.035,77,136.59,83,142.68,83,142.166,140,193.833,1
64,115.361,63,115.471,68,122.89,70,123.55,142,189.876,1
65,116.069,62,112.223,69,122.078,72,125.228,152,201.481,1
62,111.826,63,112.979,72,124.331,71,119.844,152,198.618,1
66,116.857,65,115.829,71,124.432,70,121.122,148,196.003,1
59,106.586,60,110.419,67,122.608,65,115.626,146,198.695,1
65,114.029,65,115.947,71,121.76,71,120.888,147,195.089,1
68,119.123,67,119.531,74,128.682,74,128.081,158,205.114,1
87,154.246,86,152.86,90,157.567,90,157.056,151,207.024,1
69,121.649,69,122.115,78,133.636,77,131.067,158,203.48,1
67,119.057,68,121.172,74,128.087,74,127.399,152,199.994,1
64,116.785,64,116.768,70,127.48,69,126.328,146,195.599,1
62,114.927,64,116.799,69,125.403,68,124.52,154,200.29,1
68,119.158,71,124.605,76,131.069,70,121.792,156,202.259,1
75,132.85,69,125.829,75,135.053,80,140.14,157,206.481,1
65,118.057,65,116.945,70,126.42,69,126.567,151,198.285,1
61,112.775,62,114.615,68,123.734,67,122.623,151,196.433,1
64,114.259,67,116.761,73,125.185,71,124.027,151,199.165,1
65,116.044,65,115.252,70,121.903,68,118.659,150,197.366,1
67,117.357,64,113.868,68,119.303,69,119.055,157,206.411,1
73,127.751,75,132.319,77,134.66,75,128.805,157,203.328,1
66,120.239,64,116.801,71,126.44,72,128.771,154,203.785,1
63,109.745,64,112.651,73,124.915,72,121.734,152,197.637,1
60,107.885,59,107.967,66,116.316,68,116.427,155,202.277,1
69,120.697,72,126.886,76,130.955,73,123.087,157,203.562,1
70,122.962,72,126.06,78,133.837,76,131.047,162,210.408,1
63,111.431,64,113.514,70,120.824,69,120.307,152,198.782,1
71,123.296,73,126.355,77,133.124,76,127.09,161,203.638,1
70,127.606,68,124.806,71,129.408,72,129.032,148,194.866,1
72,126.713,75,130.923,79,135.456,77,132.732,160,207.7,1
71,125.433,74,128.895,79,137.288,76,133.504,149,179.216,1
